Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Likes
0.765,0.574,6,-4.36,0.0926,0.182,1.04E-05,0.0567,0.815,176.001,182600,2660217
0.697,0.635,8,-4.747,0.178,0.0363,4.10E-06,0.286,0.497,179.758,177533,2101431
0.426,0.395,6,-8.475,0.0483,0.569,0,0.126,0.289,140.369,190360,586861
0.677,0.801,0,-2.973,0.0601,0.0524,9.33E-06,0.0955,0.736,173.891,173613,1812972
0.31,0.13,0,-14.14,0.0314,0.62,2.94E-06,0.0887,0.0809,103.821,217227,186775
0.651,0.761,9,-4.805,0.063,0.0659,0,0.148,0.433,89.024,186947,970770
0.756,0.706,1,-4.384,0.0393,0.424,0,0.0635,0.799,122.925,200600,937036
0.585,0.75,10,-3.974,0.145,0.203,0,0.3,0.619,179.881,182813,888698
0.609,0.538,6,-7.842,0.0273,0.328,0,0.125,0.608,130.015,321225,448922
0.659,0.665,8,-8.181,0.0266,0.456,0.000486,0.0898,0.692,93.012,252160,2051922
0.651,0.503,4,-8.729,0.0261,0.504,0,0.469,0.58,108.014,227962,476336
0.549,0.619,4,-6.924,0.0344,0.372,7.67E-06,0.146,0.407,90.034,251787,275975
0.362,0.378,1,-11.008,0.0329,0.679,0,0.091,0.575,87.549,470500,2719068
0.656,0.721,8,-5.064,0.0364,0.277,0.000139,0.188,0.883,83.95,285687,793672
0.644,0.423,11,-8.702,0.0324,0.464,0,0.11,0.509,131.903,279429,1173844
0.314,0.475,5,-12.38,0.0838,0.779,0.00539,0.34,0.312,78.992,310073,746233
0.647,0.656,11,-8.632,0.0354,0.657,0.000163,0.343,0.453,119.965,268833,706281
0.356,0.47,5,-8.929,0.0278,0.518,1.00E-05,0.0807,0.167,93.895,316500,536769
0.789,0.744,1,-7.245,0.0414,0.281,0,0.0763,0.783,143.998,166667,46330
0.77,0.824,1,-6.491,0.0851,0.485,0,0.318,0.49,172.006,178605,486926
0.663,0.478,4,-7.265,0.185,0.095,0,0.0705,0.341,85.264,189176,483627
0.827,0.587,9,-5.531,0.113,0.203,0,0.0727,0.774,119.936,190000,870853
0.745,0.826,6,-4.339,0.0866,0.357,0,0.302,0.674,90.149,213333,2108215
0.775,0.83,9,-4.905,0.0571,0.271,0,0.191,0.913,130.024,229948,461253
0.639,0.767,6,-4.997,0.0928,0.13,0,0.205,0.54,154.032,205040,759891
0.544,0.917,1,-3.403,0.259,0.00313,0,0.26,0.686,176.068,223636,2072415
0.778,0.679,2,-6.949,0.0433,0.0266,0,0.387,0.44,130.042,212462,150519
0.761,0.896,11,-3.668,0.215,0.0776,2.70E-06,0.124,0.65,96.957,193190,361181
0.572,0.835,0,-6.219,0.0317,0.171,0.000377,0.0702,0.795,129.981,241600,1239483
0.526,0.978,8,-5.436,0.108,0.00122,4.75E-05,0.0744,0.451,141.167,210227,266424
0.454,0.946,1,-5.978,0.13,0.0223,0,0.173,0.647,138.18,156147,113263
0.472,0.9,8,-6.406,0.0582,0.148,0.000297,0.34,0.42,95.826,214960,92403
0.552,0.947,2,-4.671,0.15,0.000652,0.00025,0.0637,0.465,127.631,282747,231797
0.518,0.938,8,-5.964,0.0416,0.021,0.000305,0.288,0.71,139.138,227800,124710
0.531,0.626,0,-13.371,0.0452,0.0606,0,0.0767,0.746,88.236,227693,36632
0.548,0.843,8,-7.32,0.0597,0.0373,1.26E-06,0.0536,0.719,129.661,188084,58351
0.225,0.689,8,-9.12,0.0555,0.469,0.813,0.337,0.5,93.798,102080,383016
0.609,0.912,9,-3.324,0.0338,0.0734,3.10E-06,0.159,0.564,118.035,247467,57235
0.425,0.762,2,-6.516,0.0537,0.563,0,0.498,0.778,89.911,393201,76369
0.631,0.596,0,-7.708,0.0377,0.785,0,0.352,0.535,145.957,175131,181715
0.561,0.65,7,-6.43,0.0277,0.816,1.61E-06,0.952,0.597,147.899,184107,567096
0.622,0.68,10,-7.018,0.0359,0.672,0,0.11,0.5,147.96,227721,23376
0.512,0.774,11,-5.037,0.0459,0.546,0,0.832,0.595,152.872,187267,21291
0.58,0.491,0,-7.863,0.0392,0.798,0,0.107,0.414,162.051,221693,238364
0.659,0.652,4,-6.325,0.0331,0.604,0,0.369,0.876,142.081,212410,29771
0.698,0.711,9,-6.037,0.0296,0.74,0,0.104,0.683,134.097,243493,384660
0.635,0.76,7,-8.229,0.0326,0.611,0,0.802,0.652,140.007,219640,524943
0.603,0.719,9,-7.939,0.0424,0.647,0,0.874,0.698,151.886,214966,3779
0.572,0.736,11,-7.768,0.0658,0.643,0,0.128,0.778,85.035,238252,195427
0.605,0.53,11,-6.346,0.0246,0.822,0,0.131,0.399,93.951,236437,1254572
0.505,0.667,9,-5.797,0.0323,0.597,0,0.213,0.516,151.728,281323,1273811
0.821,0.761,10,-4.815,0.0619,0.0445,4.33E-05,0.0661,0.78,94.995,145310,530302
0.523,0.768,0,-4.953,0.0566,0.447,0.000226,0.0833,0.669,75.03,236240,1343087
0.737,0.961,10,-0.155,0.0747,0.163,0,0.361,0.567,108.014,191089,
0.574,0.841,4,-4.449,0.0951,0.399,1.04E-06,0.205,0.926,83.706,286444,1234218
0.786,0.797,6,-4.063,0.0414,0.233,0,0.0861,0.454,95.014,215368,2338703
0.5,0.588,4,-7.66,0.0362,0.641,4.52E-05,0.327,0.35,81.973,286120,768365
0.521,0.837,7,-4.501,0.0794,0.0593,1.28E-05,0.157,0.48,106.001,4581483,62411
0.315,0.715,11,-8.072,0.0362,0.00125,7.97E-06,0.0942,0.497,155.925,289533,2526939
0.395,0.843,8,-4.476,0.0374,0.00483,0,0.0404,0.481,112.423,212067,196022
0.464,0.701,9,-5.943,0.0341,0.0691,0.00182,0.0766,0.407,73.97,270000,159124
0.546,0.631,8,-5.757,0.0283,0.25,0,0.123,0.569,129.556,178147,22891
0.339,0.625,1,-8.57,0.028,0.057,0.000102,0.229,0.334,104.68,249533,77906
0.338,0.685,1,-5.178,0.0322,0.00052,0.000512,0.109,0.221,102.192,238173,58524
0.554,0.38,7,-11.617,0.0291,0.37,1.99E-05,0.175,0.714,125.753,116573,62017
0.486,0.595,7,-5.009,0.0302,0.00212,0.000264,0.0953,0.331,113.276,213267,70607
0.589,0.669,0,-4.835,0.0253,0.0505,0,0.131,0.421,92.06,225333,70581
0.494,0.712,5,-5.438,0.0272,0.00257,1.06E-06,0.362,0.04,87.917,229400,5138
0.392,0.964,10,-4.441,0.0644,7.13E-05,0.0387,0.106,0.269,167.024,200547,1289565
0.533,0.955,8,-3.708,0.0653,0.000165,1.36E-05,0.38,0.55,107.984,216733,593821
0.347,0.868,5,-4.145,0.0467,0.00012,0.000273,0.0845,0.313,182.851,218467,126996
0.345,0.929,3,-4.469,0.142,0.00015,0.00106,0.129,0.181,155.041,227107,12074
0.369,0.933,5,-4.441,0.117,5.49E-05,0,0.348,0.307,168.059,244136,84527
0.4,0.886,7,-5.078,0.0521,0.000868,0.000211,0.122,0.406,195.958,228867,379679
0.478,0.971,7,-2.729,0.0858,3.83E-05,2.77E-05,0.295,0.284,90.526,189120,74024
0.49,0.774,0,-5.436,0.0604,0.00305,8.16E-05,0.12,0.297,153.048,273440,22
0.462,0.89,1,-4.853,0.0382,2.99E-05,0.00909,0.0685,0.383,155.008,214853,174678
0.358,0.75,3,-3.572,0.0414,8.49E-05,0,0.113,0.218,125.103,258253,258881
0.626,0.623,5,-4.811,0.634,0.0427,0,0.37,0.575,83.513,202107,98
0.71,0.682,9,-7.355,0.132,0.0184,0,0.22,0.631,87.018,233783,21
0.756,0.532,8,-7.181,0.0655,0.0166,2.37E-06,0.107,0.218,127.994,175915,895
0.67,0.682,2,-4.797,0.045,0.117,0.000386,0.127,0.27,82.056,207805,86
0.517,0.543,8,-7.085,0.375,0.224,5.66E-06,0.108,0.431,83.094,213840,36
0.969,0.511,1,-7.312,0.0882,0.086,1.08E-06,0.0814,0.665,113.032,223317,150
0.856,0.241,1,-9.844,0.0852,0.254,0.00044,0.0939,0.0749,120.018,171572,150
0.926,0.184,3,-11.733,0.714,0.588,0,0.0927,0.565,112.926,222787,1
0.894,0.553,0,-8.366,0.0478,0.448,0,0.0497,0.614,117.924,167863,60
0.787,0.596,1,-11.938,0.0515,0.0181,0.0506,0.0743,0.508,121.951,406305,12
0.745,0.588,4,-5.47,0.036,0.239,0,0.186,0.394,129.82,186400,120956
0.656,0.579,1,-9.298,0.105,0.371,0,0.167,0.674,157.974,192760,321121
0.814,0.727,10,-6.436,0.0372,0.116,0,0.177,0.521,122.973,211187,28245
0.765,0.504,2,-10.304,0.0532,0.457,0,0.0326,0.74,154.45,183653,29946
0.783,0.618,2,-8.626,0.0371,0.0446,0,0.203,0.447,119.936,209760,100672
0.545,0.5,9,-10.823,0.0439,0.247,0,0.147,0.538,166.478,153267,54868
0.712,0.525,9,-9.86,0.0639,0.0719,0,0.181,0.409,155.867,203533,106007
0.507,0.368,0,-6.322,0.0435,0.663,0,0.0778,0.859,138.027,221160,66976
0.739,0.464,9,-9.77,0.0621,0.275,0,0.0538,0.763,141.178,199240,27636
0.519,0.681,0,-7.392,0.102,0.344,1.27E-06,0.252,0.743,175.213,182040,7345
0.682,0.765,1,-5.021,0.0395,0.0268,3.42E-05,0.188,0.567,90.807,182747,630419
0.804,0.696,7,-7.47,0.0899,0.00877,0.000985,0.314,0.657,95.721,170907,348520
0.801,0.548,11,-5.482,0.0516,0.0854,0.000232,0.387,0.627,92.059,188086,197150
0.69,0.681,9,-5.653,0.0379,0.0623,0,0.137,0.911,75.034,136147,128586
0.708,0.757,7,-5.121,0.0791,0.0362,0,0.17,0.552,80.976,253840,44454
0.761,0.687,7,-6.185,0.131,0.00469,0.00532,0.245,0.316,95.089,173427,1821
0.753,0.484,9,-7.519,0.258,0.0149,0,0.135,0.597,79.668,211560,1541
0.925,0.229,4,-9.68,0.445,0.579,0.00578,0.116,0.168,104.273,140227,4791
0.638,0.864,2,-4.255,0.0358,0.00253,0,0.178,0.811,102.289,156160,28874
0.688,0.489,0,-7.848,0.0378,0.00053,0.00292,0.143,0.364,94.27,183000,179
0.824,0.738,6,-5.431,0.0867,0.0215,0,0.0495,0.961,119.973,183973,1199852
0.648,0.727,0,-5.45,0.0361,0.178,0,0.335,0.839,169.941,225413,774005
0.741,0.917,6,-2.876,0.0715,0.117,0,0.192,0.969,121.033,189498,1199852
0.636,0.743,0,-5.338,0.0491,0.159,0,0.292,0.815,169.892,225053,862011
0.665,0.785,5,-5.584,0.025,0.0329,0.000119,0.173,0.676,115.993,244800,91392
0.8,0.925,11,-5.709,0.0369,0.132,0.000463,0.089,0.864,127.018,207633,158349
0.704,0.72,11,-6.16,0.0539,0.00785,0.00239,0.115,0.942,132.014,215240,148440
0.769,0.899,9,-3.914,0.0548,0.0383,0.00281,0.0949,0.863,132.006,181533,76741
0.895,0.739,7,-7.313,0.0371,0.162,0.109,0.0404,0.963,121.01,185947,105802
0.917,0.98,11,-4.087,0.0382,0.00472,0.0142,0.128,0.94,127.017,206053,158349
0.267,0.953,1,-4.899,0.096,0.00211,0,0.283,0.568,84.989,267307,83293
0.659,0.846,7,-5.508,0.0274,0.0318,0.0144,0.203,0.659,107.01,354636,370918
0.602,0.877,4,-6.606,0.0515,0.000343,0.635,0.0551,0.617,123.679,247962,89642
0.706,0.785,11,-7.666,0.041,0.00802,0.0319,0.195,0.636,105.893,247829,2983
0.59,0.743,0,-7.078,0.0347,0.067,0.00093,0.0847,0.412,129.79,346960,397282
0.583,0.921,11,-5.215,0.0468,0.00153,0.0178,0.188,0.613,119.526,244560,106310
0.477,0.564,4,-8.582,0.028,0.0111,0,0.221,0.292,67.965,257680,133222
0.578,0.835,8,-5.307,0.0313,0.000562,2.82E-05,0.0599,0.926,128.095,199809,28047
0.329,0.676,9,-9.036,0.0324,0.0366,0,0.18,0.529,78.217,273733,100235
0.536,0.812,4,-7.379,0.0441,0.00306,0.000455,0.116,0.338,94.677,266729,41651
0.722,0.496,7,-7.554,0.0327,0.223,0.000507,0.103,0.645,92.007,284467,238054
0.706,0.528,7,-7.431,0.0312,0.257,0.0019,0.112,0.634,92.021,283347,471661
0.745,0.46,5,-9.92,0.0614,0.0957,1.06E-06,0.0751,0.803,84.993,322013,75949
0.851,0.465,0,-9.44,0.0611,0.071,1.99E-05,0.0555,0.794,104.995,237000,79072
0.566,0.619,6,-6.372,0.037,0.303,3.21E-05,0.177,0.365,140.875,239379,28793
0.69,0.48,0,-8.435,0.0554,0.134,0,0.26,0.449,133.986,268826,94397
0.485,0.92,5,-6.243,0.277,0.664,0.000339,0.216,0.767,169.944,285973,261397
0.72,0.84,2,-5.049,0.042,0.591,1.46E-06,0.15,0.68,85.995,308107,152353
0.752,0.452,0,-11.4,0.35,0.142,0.000184,0.235,0.842,99.74,242005,261127
0.504,0.554,1,-12.085,0.0356,0.347,1.36E-05,0.0963,0.386,140.005,253773,
0.614,0.568,7,-5.477,0.0276,0.00797,0,0.0997,0.516,107.849,293960,4132563
0.423,0.845,11,-3.509,0.0559,0.143,5.07E-06,0.213,0.317,116.602,278973,919052
0.433,0.854,9,-3.868,0.0483,0.000336,0.000177,0.162,0.368,89.4,277840,761760
0.452,0.873,9,-4.867,0.0613,0.000519,0,0.0592,0.433,80.473,222027,317267
0.341,0.662,9,-5.023,0.0335,0.105,0,0.113,0.2,174.875,334907,8048
0.457,0.768,9,-3.592,0.0378,0.169,0,0.103,0.232,99.739,255000,129723
0.379,0.716,4,-4.312,0.0326,0.000272,0.00123,0.0786,0.239,92.721,279333,2661
0.514,0.867,9,-4.717,0.0332,0.00904,0.0508,0.232,0.596,96.135,260280,10690
0.329,0.658,9,-5.57,0.0373,0.00108,1.56E-06,0.0805,0.288,141.123,343400,88293
0.534,0.882,7,-4.161,0.0482,0.00785,0,0.107,0.368,113.045,252107,110851
0.611,0.95,8,-3.509,0.0518,0.00141,1.59E-06,0.0543,0.607,132.078,193893,266674
0.448,0.61,3,-2.695,0.0342,0.0102,0.000491,0.135,0.214,123.762,258333,2062286
0.55,0.952,8,-4.664,0.0924,0.000193,0.000666,0.0614,0.391,127.804,207213,390315
0.442,0.855,6,-2.985,0.0288,0.00049,0.0137,0.273,0.363,175.543,243640,345149
0.469,0.943,2,-4.196,0.102,6.07E-05,0.00547,0.0717,0.358,134.031,296973,2413
0.63,0.86,0,-6.117,0.0327,0.00115,1.19E-06,0.231,0.911,95.978,229720,175236
0.541,0.916,7,-5.964,0.0612,0.00326,2.04E-06,0.0967,0.627,156.015,197800,65561
0.417,0.871,1,-3.54,0.039,0.000483,3.43E-05,0.0867,0.188,142.003,209267,217089
0.473,0.942,1,-2.698,0.0785,3.40E-05,0.0375,0.0627,0.75,173.527,168560,94653
0.595,0.949,5,-4.327,0.0476,0.000325,4.24E-05,0.306,0.772,117.97,199707,182702
0.527,0.834,1,-5.531,0.0447,0.00107,0.000102,0.0993,0.422,110.065,198333,632964
0.494,0.672,3,-4.877,0.0405,0.0273,0,0.105,0.557,156.208,277027,1199250
0.421,0.858,1,-4.535,0.0963,0.0134,0,0.067,0.491,173.255,206773,949061
0.535,0.962,11,-3.453,0.0638,0.00361,0,0.163,0.687,144.984,204526,400809
0.395,0.917,8,-6.86,0.133,0.00143,0,0.261,0.563,169.088,197640,99899
0.486,0.946,1,-5.509,0.0807,8.94E-05,0.0001,0.11,0.509,158.158,68696,34454
0.522,0.751,1,-5.46,0.0435,0.000491,2.22E-06,0.158,0.605,139.51,232067,143930
0.421,0.822,2,-4.415,0.0542,0.0132,0,0.092,0.751,171.935,234787,815500
0.477,0.964,8,-2.459,0.096,0.000295,0,0.0763,0.597,92.065,190027,108214
0.507,0.959,1,-4.763,0.118,0.00104,0,0.147,0.436,165.136,182987,131073
0.692,0.711,0,-7.498,0.0317,0.225,0,0.12,0.875,125.135,216933,6430729
0.648,0.755,0,-7.901,0.03,0.0139,0.000253,0.225,0.607,126.341,294587,420777
0.663,0.903,7,-2.529,0.0294,0.0421,1.44E-05,0.131,0.775,122.206,253400,70921
0.71,0.472,8,-15.985,0.0498,0.296,0.000174,0.122,0.845,125.982,293133,6430729
0.545,0.663,0,-11.36,0.0455,0.356,1.23E-05,0.129,0.611,112.457,280360,248175
0.608,0.866,10,-4.084,0.0449,0.252,0,0.149,0.359,110.026,267627,1205
0.529,0.472,2,-12.526,0.0264,0.313,1.34E-06,0.359,0.29,106.403,275000,219860
0.67,0.903,10,-5.796,0.0402,0.0129,0,0.331,0.953,136.193,357147,47617
0.421,0.98,5,-2.201,0.0887,0.0727,0,0.459,0.509,139.36,268720,74954
0.781,0.648,5,-8.216,0.0264,0.00761,0,0.132,0.546,121.93,224773,103814
0.831,0.789,0,-5.498,0.0661,0.121,0,0.328,0.827,101.035,173867,311006
0.738,0.85,7,-5.818,0.0403,0.0775,0,0.162,0.678,95,225573,156469
0.689,0.787,11,-5.097,0.217,0.175,0,0.0559,0.831,109.956,213307,289090
0.621,0.761,11,-7.948,0.0485,0.186,2.18E-05,0.0791,0.619,103.001,246800,226264
0.805,0.738,4,-5.905,0.0644,0.0965,0,0.123,0.524,95.012,188825,80543
0.772,0.796,0,-5.205,0.0755,0.27,0,0.307,0.804,89.993,186760,532093
0.822,0.656,5,-6.159,0.11,0.254,0,0.329,0.734,94.039,188320,35621
0.743,0.633,11,-7.403,0.0772,0.0583,0,0.308,0.856,110.008,237013,83368
0.809,0.53,4,-8.017,0.0305,0.115,3.81E-06,0.125,0.907,129.982,209600,80397
0.764,0.711,11,-4.426,0.0578,0.0227,1.27E-06,0.128,0.309,120.084,226187,756522
0.509,0.765,4,-9.142,0.0763,0.0703,0.000504,0.164,0.274,90.356,233425,432336
0.773,0.847,8,-6.731,0.193,0.174,5.87E-06,0.219,0.639,110.025,207818,119893
0.754,0.568,0,-6.92,0.0633,0.497,0,0.115,0.545,88.514,271760,123511
0.709,0.432,7,-8.269,0.0387,0.847,0,0.124,0.17,116.056,185764,78539
0.73,0.771,4,-6.035,0.121,0.451,3.04E-06,0.73,0.784,90.021,175493,154792
0.602,0.547,8,-11.414,0.478,0.706,0,0.0966,0.797,119.929,265967,194540
0.678,0.378,4,-11.522,0.282,0.475,4.63E-05,0.143,0.303,119.962,220000,247090
0.631,0.677,2,-6.57,0.112,0.331,0.000111,0.226,0.417,130.214,210547,59245
0.865,0.436,8,-11.568,0.26,0.65,0,0.105,0.557,117.969,246601,188625
0.751,0.546,2,-9.213,0.387,0.573,0,0.123,0.606,120.071,162500,14710
0.625,0.804,4,-5.652,0.0268,0.236,8.22E-05,0.308,0.827,129.931,207533,256240
0.643,0.616,11,-6.358,0.0266,0.469,5.74E-05,0.0886,0.652,139.931,185867,237196
0.652,0.577,0,-7.877,0.0328,0.0264,1.17E-06,0.0758,0.662,120.037,298000,3874
0.807,0.377,4,-10.179,0.052,0.151,0.00165,0.673,0.917,95.985,319393,203625
0.626,0.632,2,-8.036,0.0285,0.257,0,0.829,0.651,128.01,202063,256240
0.585,0.454,4,-9.91,0.037,0.306,1.89E-05,0.784,0.499,177.085,237874,76129
0.876,0.365,11,-10.596,0.0366,0.017,0.000118,0.0286,0.927,96,296893,203625
0.522,0.805,4,-6.049,0.0532,0.141,0.00121,0.154,0.728,144.968,211204,68904
0.691,0.465,2,-9.04,0.0601,0.0223,0.00149,0.109,0.905,167.984,266133,34334
0.614,0.704,11,-4.882,0.0238,0.0287,5.81E-06,0.116,0.494,92.982,263360,14196
0.408,0.582,11,-8.305,0.0508,0.218,0,0.159,0.365,114.926,230000,1167827
0.665,0.834,4,-7.737,0.0576,0.21,0,0.452,0.411,105.292,249493,407511
0.657,0.655,0,-8.3,0.0248,0.135,0.00303,0.102,0.668,92.259,222013,254833
0.672,0.616,0,-5.764,0.0258,0.379,2.73E-05,0.0887,0.566,92.094,258773,371574
0.482,0.808,0,-7.176,0.065,0.0562,0,0.202,0.438,79.599,267293,249026
0.401,0.706,8,-7.554,0.0404,0.00415,0,0.0916,0.458,168.669,239640,161544
0.513,0.82,7,-5.428,0.0299,0.00192,2.83E-06,0.504,0.52,99.952,269400,111272
0.38,0.538,2,-5.493,0.0313,0.0223,0.00487,0.094,0.193,127.416,276200,3142
0.308,0.781,0,-7.052,0.0746,0.0639,1.16E-05,0.978,0.283,166.931,261973,284
0.562,0.896,10,-7.974,0.203,0.0117,0,0.322,0.362,93.378,284093,2701
0.662,0.776,8,-4.707,0.0457,0.715,0.000411,0.106,0.724,90.838,271766,
0.527,0.59,2,-8.897,0.0347,0.39,0,0.223,0.881,96.687,279850,
0.739,0.521,8,-13.858,0.0471,0.404,4.09E-06,0.0727,0.807,91.095,248555,
0.75,0.64,4,-4.537,0.0365,0.37,0,0.122,0.645,92.038,231410,
0.467,0.715,2,-4.916,0.0324,0.398,0,0.114,0.841,97.765,281260,
0.703,0.751,0,-4.488,0.0478,0.508,0,0.51,0.874,153.101,241023,
0.746,0.734,8,-8.526,0.0508,0.373,1.69E-06,0.209,0.929,110.97,247798,11494
0.727,0.662,2,-14.929,0.0428,0.358,3.54E-05,0.151,0.943,102.721,249156,
0.558,0.796,8,-5.182,0.0837,0.487,0,0.256,0.78,95.633,238515,27849
0.657,0.788,10,-5.215,0.0536,0.741,0.000426,0.121,0.814,90.823,270237,84147
0.627,0.538,2,-6.79,0.0246,0.459,0,0.123,0.204,100.038,270280,261373
0.437,0.923,9,-6.794,0.0509,0.00207,2.48E-06,0.107,0.131,141.636,228507,147364
0.536,0.544,5,-7.704,0.0333,0.546,5.79E-06,0.0834,0.11,138.348,242787,91356
0.673,0.719,4,-7.299,0.0362,0.277,9.56E-06,0.101,0.723,127.975,251354,1485
0.775,0.438,4,-5.608,0.0333,0.0298,0.00103,0.0415,0.643,88.719,239093,705025
0.589,0.726,9,-6.046,0.0444,0.283,0,0.0875,0.817,150.068,291693,64199
0.741,0.441,4,-6.183,0.0303,0.361,0,0.275,0.676,106.021,245067,146569
0.445,0.455,11,-8.043,0.0261,0.114,0.00452,0.174,0.232,100.016,313733,157148
0.561,0.62,2,-5.862,0.0273,0.0103,0.00928,0.474,0.477,95.024,301734,158838
0.475,0.85,11,-6.435,0.0405,0.00865,5.85E-05,0.315,0.597,149.969,175667,89403
0.569,0.592,4,-8.557,0.39,0.544,0,0.79,0.752,82.38,303560,
0.655,0.653,1,-7.2,0.273,0.133,0.00813,0.203,0.433,82.1,350560,244566
0.858,0.733,7,-7.292,0.305,0.275,0,0.152,0.801,157.38,411867,383207
0.796,0.824,11,-5.448,0.355,0.155,2.47E-05,0.355,0.75,167.926,471253,1016
0.742,0.728,10,-5.563,0.608,0.107,0,0.0848,0.695,79.921,527360,194110
0.904,0.605,10,-5.873,0.279,0.15,0,0.0684,0.749,85.983,529733,65246
0.819,0.721,1,-4.295,0.344,0.483,0,0.188,0.728,86.042,377613,4040
0.903,0.526,10,-10.069,0.334,0.603,0,0.0973,0.766,87.005,451000,8686
0.625,0.515,8,-9.187,0.415,0.0269,0,0.0839,0.903,87.841,486560,71117
0.702,0.918,0,-5.352,0.416,0.81,0,0.203,0.555,151.42,433200,182772
0.179,0.912,4,-3.881,0.0791,0.0014,0.000294,0.582,0.289,182.99,231533,1539860
0.402,0.723,6,-5.26,0.0579,0.0663,2.00E-06,0.233,0.224,160.047,326983,795507
0.495,0.787,8,-6.89,0.0368,9.16E-05,0,0.167,0.388,140.003,185467,185289
0.293,0.817,8,-5.432,0.0852,0.0401,3.40E-05,0.13,0.145,165,347667,428232
0.333,0.877,5,-1.894,0.0603,0.00332,0.00101,0.769,0.285,175.095,188187,166317
0.502,0.948,6,-3.717,0.12,0.0101,4.49E-06,0.0809,0.102,139.979,273467,661822
0.468,0.876,10,-4.841,0.0692,0.00578,0.00625,0.035,0.13,135.062,247373,419931
0.479,0.929,9,-5.106,0.0921,0.00291,0.293,0.171,0.344,159.949,245307,522809
0.533,0.747,10,-5.678,0.0443,0.041,5.70E-06,0.261,0.277,124.97,372133,279908
0.382,0.675,0,-6.56,0.0441,0.0128,0.000246,0.219,0.449,106.171,234867,35701
0.517,0.592,8,-8.46,0.124,0.103,0,0.287,0.223,102.407,190383,17756
0.64,0.738,8,-7.895,0.0567,0.124,0.0724,0.237,0.0933,119.93,198067,188165
0.526,0.741,4,-5.945,0.0596,0.013,0,0.0993,0.115,140.914,202128,57336
0.579,0.592,1,-5.842,0.0558,0.31,0,0.13,0.409,140.067,210000,15565
0.437,0.666,7,-8.535,0.146,0.204,0,0.176,0.515,139.906,140051,12078
0.836,0.567,8,-9.116,0.155,0.118,0,0.109,0.89,133.989,163625,33861
0.691,0.725,7,-6.751,0.179,0.0357,2.02E-05,0.105,0.615,143.041,153881,131641
0.567,0.777,1,-5.177,0.375,0.108,0,0.267,0.44,144.659,149052,12930
0.678,0.683,1,-6.448,0.135,0.443,0,0.14,0.592,138.034,201848,305922
0.726,0.784,1,-4.589,0.123,0.319,0,0.0771,0.718,141.084,195745,220742
0.821,0.705,10,-6.608,0.0802,0.197,7.38E-06,0.354,0.936,116.942,150372,63151
0.766,0.539,1,-6.61,0.416,0.271,0,0.0904,0.716,99.881,135425,8150
0.935,0.59,2,-7.069,0.0896,0.0034,5.46E-05,0.133,0.727,133.978,138331,1529
0.886,0.642,6,-7.141,0.0995,0.141,0.00427,0.129,0.581,100.015,147120,1960513
0.709,0.588,1,-4.461,0.0721,0.0971,0,0.117,0.195,143.971,206813,430312
0.798,0.527,5,-7.671,0.0447,0.227,3.82E-06,0.108,0.548,114.008,166173,172958
0.775,0.595,11,-7.021,0.307,0.278,0,0.11,0.454,80.444,207067,124179
0.763,0.495,4,-8.685,0.272,0.0887,0,0.07,0.347,154.794,197013,2800
0.828,0.693,10,-5.294,0.284,0.318,0,0.177,0.87,137.985,228603,347559
0.875,0.738,7,-6.172,0.175,0.0215,0.023,0.112,0.21,104.953,141587,352449
0.59,0.555,2,-6.861,0.0271,0.481,0,0.192,0.191,84.027,223460,2156743
0.395,0.378,3,-9.743,0.0443,0.88,0.0879,0.105,0.286,152.204,329081,177620
0.726,0.456,0,-9.094,0.0414,0.227,0.0199,0.13,0.388,124.976,266279,150618
0.251,0.604,3,-5.622,0.0431,0.171,2.25E-06,0.123,0.166,84.643,307846,773550
0.734,0.355,10,-10.605,0.083,0.296,0.000135,0.124,0.584,193.922,168240,385947
0.706,0.919,8,-5.21,0.174,0.223,0,0.319,0.701,101.94,304307,1091077
0.503,0.423,9,-8.344,0.0279,0.935,0.00482,0.352,0.371,85.061,187443,357376
0.829,0.735,2,-8.711,0.0882,0.0591,6.22E-05,0.0776,0.766,126.007,208093,78752
0.426,0.432,0,-9.667,0.0353,0.844,8.79E-05,0.13,0.615,77.004,285000,2349
0.501,0.621,2,-8.771,0.0388,0.186,0,0.121,0.483,154.909,219916,111
0.36,0.925,6,-3.775,0.0719,0.000838,0,0.115,0.446,175.088,184227,49516
0.276,0.862,1,-5.352,0.255,0.00147,0,0.174,0.526,182.115,203560,97901
0.376,0.944,2,-4.053,0.174,0.000101,1.18E-06,0.313,0.453,176.021,191693,20214
0.466,0.944,6,-4.103,0.177,0.000119,0,0.379,0.384,134.993,181520,64038
0.338,0.98,9,-4.156,0.292,0.00055,0,0.363,0.309,158.042,224587,73804
0.458,0.948,5,-4.759,0.0901,0.00013,0,0.194,0.502,160.033,208979,15407
0.336,0.91,0,-5.836,0.335,0.000417,0,0.0984,0.287,199.964,235053,35768
0.505,0.981,2,-3.779,0.156,0.000212,3.75E-06,0.588,0.256,120.052,249747,59115
0.345,0.943,10,-4.184,0.144,0.00123,0,0.0609,0.293,164.954,276867,54748
0.265,0.93,2,-4.425,0.275,0.00133,0,0.327,0.451,159.145,208347,65832
0.758,0.612,0,-11.403,0.0598,0.281,0.00288,0.0954,0.822,106.945,169840,494964
