Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Likes
0.252,0.118,8,-17.62,0.0328,0.945,6.20E-05,0.117,0.14,87.575,146293,932
0.696,0.793,8,-5.733,0.097,0.0683,3.78E-06,0.18,0.698,120.003,172253,137385
0.754,0.763,7,-4.627,0.0435,0.0301,2.23E-05,0.0901,0.464,117.953,164819,980422
0.77,0.787,11,-3.748,0.0583,0.198,0,0.262,0.513,119.986,140500,2401650
0.534,0.855,1,-4.923,0.183,0.0607,0.000263,0.346,0.42,122.06,153443,28849
0.798,0.62,8,-7.079,0.232,0.414,0.0192,0.112,0.235,120.031,164000,1836947
0.748,0.841,7,-5.08,0.177,0.00445,1.33E-06,0.0413,0.717,123.045,129817,96134
0.66,0.942,4,-2.273,0.185,0.00789,1.76E-05,0.834,0.543,126.017,158571,61252
0.79,0.764,4,-4.685,0.0737,0.0836,0.0871,0.132,0.473,123.046,185366,31412
0.652,0.855,7,-6.411,0.0775,0.00658,0.409,0.341,0.0834,127.964,146250,32315
0.747,0.833,3,-2.867,0.045,0.374,0,0.0586,0.687,128.008,215760,520812
0.795,0.8,1,-6.32,0.0309,0.0354,7.25E-05,0.0915,0.934,116.032,202735,2532714
0.504,0.904,6,-6.863,0.179,0.356,0.121,0.14,0.772,176.808,183440,1658219
0.658,0.783,0,-4.615,0.113,0.0798,0.00018,0.187,0.491,126.027,202246,165237
0.601,0.532,10,-9.119,0.0286,0.432,6.25E-06,0.0925,0.341,136.571,281613,960562
0.554,0.315,3,-11.028,0.0298,0.828,5.53E-06,0.101,0.325,128.157,241787,22237
0.729,0.844,5,-8.824,0.0344,0.149,2.87E-06,0.0604,0.777,131.459,275440,638960
0.414,0.428,0,-11.097,0.0278,0.382,0.000243,0.148,0.282,145.075,377093,650110
0.526,0.925,2,-5.584,0.0363,0.102,8.90E-06,0.305,0.819,140.308,272394,47486
0.559,0.473,5,-7.712,0.0279,0.446,0.00141,0.154,0.397,121.227,192827,209965
0.594,0.935,0,-2.018,0.0357,0.243,2.36E-06,0.102,0.602,113.99,208547,809894
0.789,0.858,1,-5.542,0.311,0.127,0,0.349,0.775,140.022,219333,2521768
0.491,0.956,11,-1.538,0.392,0.0295,0,0.46,0.811,173.585,276920,833985
0.687,0.793,2,-4.254,0.166,0.0603,0,0.582,0.751,107.045,205733,219401
0.632,0.924,1,-1.802,0.29,0.281,0,0.263,0.441,86.844,267520,138161
0.654,0.75,8,-7.509,0.105,0.246,0.0178,0.167,0.557,92.78,272507,826069
0.261,0.852,9,-4.965,0.158,0.139,4.26E-05,0.477,0.431,177.997,284493,272421
0.759,0.678,9,-5.148,0.314,0.23,0,0.15,0.327,89.64,205560,278099
0.754,0.631,7,-4.751,0.307,0.552,0,0.5,0.432,94.577,178213,1192658
0.74,0.574,4,-6.938,0.245,0.411,0,0.262,0.33,149.762,140747,6477
0.73,0.576,2,-5.442,0.287,0.354,3.59E-05,0.15,0.155,92.131,228461,51843
0.715,0.62,1,-6.005,0.0484,0.417,0,0.0822,0.172,97.95,221520,325993
0.561,0.52,11,-9.342,0.244,0.0503,1.86E-06,0.355,0.424,153.15,239360,54749
0.529,0.673,0,-4.711,0.175,0.000307,2.41E-06,0.093,0.366,165.921,218365,461647
0.671,0.658,2,-5.567,0.309,0.189,8.66E-05,0.147,0.257,87.933,207307,96598
0.749,0.63,4,-6.652,0.116,0.0623,0,0.353,0.445,122.03,242027,487517
0.847,0.733,10,-6.439,0.16,0.00574,1.04E-05,0.151,0.202,130.029,193591,487517
0.841,0.358,9,-8.368,0.591,0.0201,0,0.39,0.329,158.014,261544,3427
0.908,0.546,8,-10.491,0.323,0.0127,0,0.0707,0.225,131.016,170502,102385
0.773,0.701,7,-6.386,0.0512,0.01,0,0.163,0.203,129.963,214589,8576
0.849,0.424,5,-9.579,0.324,0.0635,0,0.0834,0.153,145.887,242966,796542
0.367,0.665,1,-2.821,0.0465,0.145,0,0.113,0.31,148.913,229147,1105989
0.79,0.647,10,-5.983,0.136,0.0515,0,0.248,0.654,87.999,211000,1310078
0.639,0.628,6,-7.578,0.0399,0.0381,0,0.386,0.43,90.482,237507,959510
0.789,0.858,1,-5.542,0.311,0.127,0,0.349,0.775,140.022,219333,2521768
0.724,0.573,7,-4.113,0.0549,0.118,0,0.538,0.438,113.088,135920,587832
0.617,0.717,10,-7.858,0.153,0.00564,0,0.408,0.49,103.992,311867,2878369
0.542,0.466,0,-8.665,0.0831,0.141,0.000445,0.125,0.124,191.385,243440,161439
0.669,0.419,1,-6.724,0.522,0.376,0,0.187,0.0397,109.813,215320,10149
0.667,0.747,1,-7.059,0.189,0.337,0,0.115,0.918,86.917,203493,540229
0.629,0.696,1,-5.572,0.348,0.0195,0,0.0554,0.623,93.034,207627,1797312
0.78,0.877,6,-3.683,0.0427,0.148,2.36E-06,0.0627,0.909,133.263,191973,2366696
0.374,0.727,10,-4.352,0.0309,0.237,0,0.134,0.283,155.127,257027,604843
0.641,0.593,3,-7.884,0.0264,0.46,0,0.169,0.437,119.828,281000,13068
0.631,0.683,7,-8.788,0.0344,0.291,0,0.0994,0.708,97.959,161040,344687
0.54,0.367,0,-14.238,0.0277,0.0367,0,0.0433,0.252,70.276,237240,4708
0.401,0.499,0,-7.643,0.0272,0.217,0,0.149,0.262,144.276,184080,372824
0.542,0.665,0,-8.121,0.0297,0.522,0,0.177,0.417,147.977,272827,183468
0.389,0.443,10,-8.546,0.0304,0.571,0.00178,0.114,0.0888,76.54,229853,411448
0.389,0.71,5,-6.265,0.0351,0.161,0,0.918,0.666,160.397,179040,556658
0.663,0.579,10,-6.982,0.0269,0.645,0,0.189,0.48,89.929,185040,62146
0.78,0.689,7,-5.668,0.141,0.0368,9.69E-06,0.0698,0.642,115.042,225389,135456
0.646,0.77,2,-6.596,0.226,0.00249,0,0.0715,0.681,99.165,236133,3218858
0.545,0.641,10,-6.398,0.0998,0.00453,6.59E-05,0.171,0.464,121.892,215460,226588
0.693,0.887,1,-5.039,0.0795,0.0581,2.71E-06,0.27,0.864,114.942,278282,15962
0.508,0.72,11,-5.908,0.0628,0.272,0,0.0563,0.472,79.983,261640,6931695
0.652,0.749,0,-5.248,0.0886,0.0848,0,0.604,0.651,94.103,267413,2260106
0.903,0.519,1,-9.151,0.26,0.281,0.000106,0.155,0.587,114.991,116727,72908
0.587,0.299,8,-7.365,0.0263,0.779,0,0.123,0.356,94.992,259550,1998224
0.583,0.621,5,-6.902,0.0479,0.00972,0.00106,0.181,0.399,140.036,323480,2906283
0.732,0.899,0,-4.237,0.143,0.00496,4.64E-05,0.372,0.759,127.091,236093,2987341
0.872,0.681,0,-4.348,0.11,0.0462,1.38E-05,0.129,0.481,96.986,188009,227824
0.744,0.868,1,-4.524,0.047,0.0326,0,0.0822,0.586,93.037,206420,118
0.852,0.797,0,-6.543,0.0614,0.322,2.69E-06,0.0845,0.741,96.008,192600,380311
0.812,0.855,7,-3.725,0.0554,0.0789,0.000167,0.108,0.573,90.04,192477,884924
0.819,0.741,8,-6.538,0.0412,0.104,0,0.283,0.84,97.014,210933,20775
0.655,0.797,2,-4.787,0.153,0.198,0,0.067,0.839,177.928,229360,50788626
0.737,0.86,8,-2.652,0.0593,0.11,1.94E-06,0.0574,0.656,93.989,193227,13036596
0.77,0.804,4,-5.479,0.0623,0.16,1.00E-05,0.193,0.568,94.017,205520,135919
0.703,0.909,4,-4.456,0.0358,0.216,1.57E-06,0.162,0.777,97.982,239920,32718
0.76,0.9,5,-4.782,0.0668,0.0715,0,0.221,0.761,100.046,209493,10360
0.733,0.685,10,-6.228,0.0533,0.363,0.000238,0.333,0.837,150.073,146947,11866
0.652,0.631,6,-5.718,0.0893,0.524,0.000579,0.165,0.35,127.998,154424,3473758
0.629,0.692,5,-8.045,0.0376,0.00981,0.331,0.603,0.453,162.948,167916,1082398
0.8,0.658,1,-6.142,0.079,0.25,0,0.111,0.462,140.042,195429,2671691
0.662,0.515,5,-6.867,0.199,0.458,0,0.163,0.386,69.808,174474,127447
0.747,0.497,4,-6.542,0.0401,0.248,0,0.138,0.0663,142.046,158709,343353
0.81,0.655,8,-6.779,0.0698,0.127,8.16E-05,0.105,0.809,150.002,193322,567407
0.747,0.494,3,-7.957,0.141,0.393,0,0.0982,0.624,76.006,228453,542757
0.56,0.707,1,-6.863,0.07,0.264,0.000268,0.108,0.341,147,198058,390046
0.594,0.679,7,-3.702,0.345,0.484,7.83E-06,0.114,0.66,106.726,152613,13233
0.724,0.443,7,-3.743,0.0329,0.73,0,0.101,0.763,97.194,177791,1014895
0.871,0.815,4,-4.439,0.0477,0.127,6.18E-06,0.094,0.823,122.959,176575,365
0.719,0.753,7,-4.891,0.179,0.118,4.21E-06,0.212,0.675,174.107,204564,3044369
0.69,0.58,0,-4.395,0.199,0.0328,0,0.328,0.708,197.635,177627,152209
0.754,0.778,0,-6.663,0.0335,0.00948,1.61E-05,0.131,0.916,128.925,214507,3018400
0.578,0.634,8,-5.979,0.333,0.00473,0,0.132,0.216,183.89,211652,897239
0.483,0.492,0,-6.591,0.295,0.603,0,0.323,0.66,144.511,188213,1630182
0.589,0.642,9,-5.706,0.279,0.176,0,0.119,0.691,78.791,179067,112136
0.591,0.785,9,-7.768,0.161,0.161,0,0.126,0.785,106.002,217547,557112
0.721,0.637,9,-5.134,0.286,0.0406,0,0.0525,0.691,193.922,222680,4767981
0.658,0.783,0,-4.615,0.113,0.0798,0.00018,0.187,0.491,126.027,202246,165238
0.774,0.838,5,-3.914,0.114,0.0249,0.025,0.242,0.924,143.04,198800,3931975
0.788,0.844,2,-3.131,0.0334,0.25,0.000678,0.0723,0.382,113.324,251240,1776186
0.759,0.699,0,-5.745,0.0307,0.202,0.000131,0.443,0.907,92.96,211067,4595411
0.751,0.834,1,-5.444,0.0437,0.3,1.77E-05,0.355,0.894,95.053,211160,2519778
0.669,0.843,0,-3.766,0.0268,0.169,0,0.195,0.702,147.08,255400,7582
0.724,0.695,11,-5.226,0.0622,0.073,0,0.0889,0.235,139,224400,1489871
0.791,0.733,6,-5.215,0.052,0.147,0.000381,0.0713,0.761,114.98,192360,1012974
0.696,0.734,7,-5.294,0.0298,0.0485,0,0.183,0.711,107.987,225080,2725163
0.717,0.587,4,-7.296,0.0339,0.0192,0,0.0523,0.544,129.954,216520,802449
0.762,0.766,7,-3.955,0.0343,0.00776,6.98E-05,0.128,0.442,130.001,287120,4581525
0.813,0.56,2,-5.904,0.0618,0.108,0,0.268,0.287,118.033,286041,3786939
0.817,0.672,11,-5.612,0.299,0.441,0,0.13,0.774,93.999,332240,3283909
0.879,0.703,1,-4.219,0.0701,0.143,0,0.0569,0.788,94.004,199711,2193036
0.826,0.764,11,-4.341,0.0522,0.337,0,0.161,0.761,126.9,237627,12824730
0.522,0.697,1,-5.288,0.103,0.0291,0,0.319,0.235,169.775,193959,9294232
0.578,0.634,8,-5.979,0.333,0.00473,0,0.132,0.216,183.89,211652,897239
0.756,0.689,10,-3.87,0.0648,0.327,0,0.0586,0.782,162.006,213312,1592808
0.591,0.785,9,-7.768,0.161,0.161,0,0.126,0.785,106.002,217547,557112
0.788,0.814,9,-3.822,0.217,0.562,0,0.208,0.665,97.982,202098,86026
0.736,0.727,5,-4.642,0.0571,0.0584,1.91E-06,0.0976,0.644,94.048,229065,
0.625,0.839,6,-4.824,0.0927,0.00762,2.35E-05,0.464,0.771,184.08,233520,
0.803,0.779,11,-4.449,0.0694,0.066,2.23E-05,0.111,0.317,94.009,208895,
0.687,0.781,7,-4.657,0.0944,0.166,4.32E-06,0.255,0.655,180.1,219721,
0.868,0.764,4,-6.574,0.167,0.119,0.00143,0.0918,0.397,96.994,263293,
0.627,0.768,11,-5.296,0.0325,0.00291,0,0.0598,0.237,127.953,274947,
0.686,0.722,2,-5.4,0.256,0.108,0,0.494,0.515,94.006,205707,
0.815,0.757,10,-6.16,0.039,0.382,3.28E-06,0.147,0.734,104.986,209680,
0.691,0.894,9,-1.681,0.115,0.291,0,0.104,0.623,184.019,241880,
0.376,0.43,0,-6.585,0.0328,0.0902,0,0.0912,0.129,77.599,177323,462099
0.672,0.322,7,-17.669,0.0339,0.144,2.96E-05,0.074,0.496,113.852,201680,807784
0.274,0.144,5,-14.516,0.0482,0.92,0.000388,0.29,0.302,61.551,195493,801663
0.477,0.6,7,-5.652,0.0324,0.271,0,0.112,0.29,152.062,229813,1681967
0.511,0.475,10,-14.667,0.161,0.708,0,0.105,0.819,98.957,195147,722050
0.474,0.82,0,-7.699,0.243,0.493,0,0.0978,0.697,164.718,140573,179776
0.684,0.481,0,-10.305,0.0391,0.228,0,0.157,0.48,121.208,140227,23313
0.273,0.227,0,-15.742,0.0351,0.848,2.31E-06,0.102,0.142,129.272,160307,141
0.435,0.391,2,-13.062,0.162,0.814,0,0.0885,0.583,73.531,224920,105691
0.555,0.692,9,-4.767,0.0277,0.0864,3.25E-05,0.232,0.313,88.995,222360,322458
0.733,0.69,9,-5.529,0.0427,0.0635,1.18E-06,0.105,0.31,116.992,184613,1357047
0.526,0.606,5,-5.3,0.259,0.152,2.36E-06,0.194,0.492,116.622,182667,55241
0.696,0.454,1,-6.756,0.153,0.123,0,0.155,0.136,92.928,260640,3501617
0.734,0.846,9,-3.425,0.0489,0.166,1.74E-06,0.235,0.604,98.026,209884,873194
0.755,0.578,0,-8.932,0.145,0.316,0,0.25,0.581,94.148,176960,1813108
0.672,0.82,11,-4.456,0.0459,0.0368,0.000188,0.184,0.438,120.005,278573,1069833
0.58,0.66,6,-7.405,0.0429,0.0166,0,0.174,0.411,123.801,266307,432601
0.62,0.62,1,-6.322,0.0375,0.0388,0.000213,0.129,0.459,144.835,148751,1357047
0.828,0.726,10,-6.389,0.0419,0.106,0.00101,0.103,0.67,113.017,212976,63534
0.662,0.693,3,-4.298,0.0698,0.134,0,0.145,0.655,86.009,252120,2639677
0.645,0.534,6,-10.8,0.0479,0.157,0,0.0863,0.463,105.02,226467,2672
0.607,0.735,4,-6.065,0.095,0.253,0,0.11,0.964,88.894,151967,278
0.546,0.529,11,-10.511,0.0583,0.0862,6.50E-06,0.124,0.247,107.331,237787,2004619
0.929,0.7,0,-5.595,0.0906,0.144,0,0.349,0.802,120.009,132024,518074
0.904,0.723,11,-5.224,0.26,0.0631,0,0.185,0.835,145.013,227478,2437220
0.676,0.659,11,-5.123,0.0476,0.194,0,0.283,0.595,134.985,193994,170898
0.383,0.531,5,-7.814,0.0741,0.0753,0.000102,0.108,0.0375,105.971,293307,29277
0.464,0.547,7,-8.137,0.339,0.0511,0,0.155,0.423,67.003,221492,705272
0.744,0.448,4,-10.426,0.291,0.365,0,0.194,0.279,118.027,133521,53729
0.53,0.517,5,-9.253,0.399,0.387,0,0.176,0.381,137.554,326813,92424
0.336,0.627,7,-7.463,0.0384,0.164,0,0.0708,0.35,150.273,241107,3874002
0.561,0.782,3,-7.444,0.0317,0.022,0,0.109,0.704,127.148,153240,57286
0.669,0.727,7,-7.588,0.0353,0.139,0,0.123,0.807,102.322,243493,697101
0.65,0.531,4,-8.335,0.0364,0.457,0,0.249,0.487,78.946,258133,1298739
0.837,0.462,0,-7.89,0.0601,0.0339,0,0.09,0.762,139.986,201400,2207817
0.648,0.759,6,-4.315,0.306,0.0142,0,0.648,0.518,85.996,324307,2212835
0.576,0.526,6,-8.524,0.0325,0.323,2.01E-06,0.0548,0.147,122.06,213667,1814454
0.742,0.468,10,-5.557,0.0625,0.0465,0,0.826,0.369,86.443,242200,1613939
0.501,0.378,4,-9.37,0.029,0.735,0,0.119,0.178,119.987,257733,1304247
0.368,0.505,4,-7.208,0.0285,0.367,6.63E-06,0.154,0.192,173.977,266933,578830
0.715,0.654,2,-7.266,0.336,0.196,0.000117,0.0667,0.762,175.589,245366,851792
0.717,0.416,7,-9.875,0.0303,0.635,1.43E-06,0.0976,0.381,100.026,213632,622085
0.815,0.761,4,-7.162,0.144,0.192,0,0.0272,0.82,121.999,200219,4077182
0.563,0.495,2,-10.272,0.0362,0.781,0,0.0837,0.244,125.998,291462,794372
0.673,0.714,9,-8.042,0.039,0.111,0,0.0858,0.78,112.941,254653,311358
0.7,0.343,2,-10.474,0.0308,0.767,0,0.0789,0.488,137.864,315173,322723
0.687,0.637,10,-9.55,0.13,0.12,0,0.291,0.56,152,290526,127548
0.261,0.603,0,-6.733,0.0367,0.558,0,0.184,0.207,158.125,352711,417473
0.362,0.378,1,-11.008,0.0329,0.679,0,0.091,0.575,87.549,470500,2718990
0.744,0.7,2,-7.663,0.0375,0.278,0.000155,0.068,0.867,144.033,309640,735586
0.518,0.93,1,-6.246,0.858,0.404,0,0.884,0.241,63.653,180008,256
0.415,0.743,1,-9.428,0.836,0.181,0,0.339,0.376,175.024,180008,256
0.509,0.744,7,-7.231,0.899,0.318,0,0.156,0.54,50.977,185263,256
0.572,0.769,1,-9.557,0.761,0.269,0,0.609,0.453,110.304,180006,256
0.54,0.62,4,-7.805,0.482,0.292,0,0.558,0.62,114.792,180010,256
0.584,0.482,1,-10.423,0.865,0.563,0,0.664,0.638,103.357,180006,256
0.58,0.481,1,-11.331,0.821,0.218,0,0.342,0.471,89.886,180006,256
0.574,0.55,1,-11.386,0.909,0.403,0,0.41,0.677,99.695,180010,256
0.464,0.564,7,-9.479,0.483,0.226,4.80E-06,0.668,0.307,100.66,180066,256
0.598,0.609,0,-10.712,0.706,0.181,0,0.477,0.433,120.177,180010,256
0.577,0.574,0,-6.525,0.0278,0.572,0,0.1,0.436,94.009,268165,5394887
0.483,0.468,8,-7.642,0.0341,0.784,0,0.152,0.319,135.875,247941,282832
0.59,0.555,2,-6.861,0.0271,0.481,0,0.192,0.191,84.027,223460,2156715
0.609,0.538,6,-7.842,0.0273,0.328,0,0.125,0.608,130.015,321225,605862
0.534,0.481,0,-9.016,0.0412,0.697,0,0.142,0.293,124.914,280282,6735409
0.684,0.771,8,-5.353,0.0307,0.548,0,0.112,0.539,119.982,299827,2224745
0.539,0.729,0,-7.588,0.0412,0.627,0.000941,0.128,0.435,112.074,279107,923122
0.657,0.581,0,-8.108,0.0298,0.699,1.82E-05,0.116,0.323,118.037,243578,100178
0.57,0.55,10,-8.343,0.035,0.524,3.73E-05,0.0921,0.435,117.999,311186,722644
0.857,0.893,0,-2.87,0.0422,0.0663,0,0.0335,0.845,108.022,211667,2291965
0.619,0.429,2,-7.867,0.028,0.738,1.35E-05,0.136,0.545,90.058,195253,632208
0.51,0.502,7,-7.016,0.0325,0.71,0,0.0708,0.321,133.885,247286,671799
0.54,0.796,4,-7.538,0.0521,0.371,0.00165,0.11,0.636,78.99,265063,481325
0.815,0.761,4,-7.162,0.144,0.192,0,0.0272,0.82,121.999,200219,4077182
0.52,0.485,4,-6.438,0.0269,0.927,0.000466,0.159,0.407,143.901,192187,126015
0.609,0.759,10,-9.422,0.0336,0.245,2.84E-05,0.207,0.802,141.126,356942,16354
0.334,0.3,2,-12.359,0.0377,0.863,1.62E-06,0.195,0.158,147.076,101799,96196
0.533,0.436,5,-7.521,0.0276,0.234,3.17E-06,0.46,0.371,146.868,308158,1124402
0.442,0.574,2,-6.394,0.0828,0.273,0,0.094,0.308,167.857,292747,259
0.651,0.482,4,-8.666,0.0281,0.293,0,0.0811,0.517,106.993,269185,15379
0.693,0.394,0,-15.882,0.0428,0.0782,0.000694,0.247,0.721,104.114,238747,405995
0.481,0.262,7,-15.73,0.0414,0.735,0.0114,0.832,0.375,122.861,334744,5849
0.274,0.217,5,-13.814,0.0345,0.767,0.896,0.0832,0.181,116.334,283872,83454
0.472,0.366,11,-12.595,0.0286,0.15,0.312,0.0837,0.171,127.163,382297,7571
0.468,0.536,11,-10.422,0.144,0.024,0.00199,0.269,0.785,126.256,382834,217345
0.431,0.373,11,-15.142,0.0346,0.389,0.728,0.143,0.253,128.153,169535,8034
0.359,0.48,9,-11.79,0.0841,0.521,0.0043,0.178,0.355,120.285,413947,1643
0.587,0.302,0,-14.976,0.0293,0.223,0.00216,0.128,0.19,112.46,278441,46296
0.324,0.265,2,-13.398,0.0302,0.0732,0.341,0.366,0.208,133.568,226667,
0.357,0.302,2,-14.526,0.0303,0.862,0.559,0.634,0.135,72.518,469224,2914
0.417,0.934,7,-3.908,0.119,0.000278,0.0015,0.132,0.287,127.066,210240,7083485
0.413,0.873,8,-4.151,0.0536,0.000264,0.00249,0.204,0.48,116.68,218933,3961603
0.47,0.796,8,-3.277,0.0336,0.362,1.10E-06,0.133,0.215,113.108,167907,1974713
0.364,0.922,0,-4.217,0.0567,0.000915,0.0346,0.0697,0.227,79.342,235053,2007787
0.538,0.981,1,-2.688,0.14,0.00662,0,0.219,0.711,101.414,255467,2399598
0.451,0.889,1,-2.693,0.261,0.00167,0.00215,0.258,0.586,131.073,153800,757083
0.459,0.958,6,-2.333,0.0877,0.0283,0,0.108,0.586,142.707,211333,3690
0.274,0.92,6,-4.096,0.0489,0.0303,0.000412,0.115,0.0397,154.016,189440,802891
0.46,0.54,5,-5.132,0.0381,0.0324,0.0168,0.326,0.0506,137.855,215440,554702
0.493,0.974,1,-3.252,0.135,0.0202,8.31E-05,0.182,0.354,99.647,201160,1581
0.442,0.943,3,-3.205,0.0602,0.00293,8.71E-06,0.091,0.781,85.064,181533,1783994
0.38,0.988,1,-2.042,0.0639,2.64E-05,7.86E-05,0.368,0.769,186.113,176346,1599727
0.475,0.432,7,-7.844,0.0302,0.183,0,0.161,0.648,94.605,153467,569250
0.546,0.814,7,-5.146,0.0314,0.023,0,0.0972,0.146,104.98,285653,1636380
0.496,0.682,8,-4.095,0.0294,0.00552,2.94E-05,0.0589,0.474,167.06,262333,5750425
0.531,0.909,11,-4.236,0.034,0.0175,0,0.231,0.814,97.546,178000,588715
0.268,0.742,5,-4.939,0.0355,0.0518,0,0.626,0.416,159.779,321093,2920109
0.552,0.89,8,-3.409,0.0342,0.000143,0,0.888,0.716,146.525,232680,851013
0.29,0.827,8,-3.451,0.0362,0.000659,2.55E-06,0.301,0.45,167.086,493400,3045
0.559,0.543,1,-5.429,0.302,0.00133,2.00E-05,0.0577,0.337,75.958,193000,300946
0.447,0.449,2,-10.634,0.0376,0.934,0.961,0.0697,0.036,92.468,315427,1276626
0.191,0.0582,8,-25.398,0.0578,0.961,0.89,0.0941,0.0454,132.614,357707,114821
0.231,0.0297,2,-31.544,0.0579,0.991,0.878,0.0742,0.07,131.413,203800,185950
0.316,0.00329,5,-38.901,0.0482,0.994,0.957,0.0933,0.415,90.804,199167,5145
0.339,0.00572,11,-32.309,0.0378,0.986,0.923,0.103,0.0616,72.7,198650,18068
0.307,0.00229,1,-34.977,0.0519,0.992,0.931,0.098,0.281,67.775,283280,14581
0.303,0.00958,8,-28.556,0.054,0.991,0.953,0.109,0.212,72.204,264845,13389
0.218,0.00352,1,-39.627,0.0515,0.992,0.951,0.139,0.192,68.61,335542,12247
0.231,0.206,0,-13.593,0.0332,0.965,0.856,0.17,0.136,141.628,442400,60810
0.208,0.012,8,-29.933,0.0422,0.987,0.919,0.1,0.0391,175.159,257217,10849
0.668,0.921,7,-3.727,0.0439,0.0492,0.00517,0.0877,0.782,120,212440,368298
0.602,0.905,2,-4.046,0.0775,0.000202,0.064,0.117,0.411,128.019,304840,1391854
0.55,0.874,4,-4.046,0.0321,0.000436,1.02E-05,0.206,0.318,121.61,240213,814237
0.412,0.92,9,-4.852,0.0575,0.000456,0.0026,0.11,0.455,93.162,227440,488937
0.366,0.963,11,-5.301,0.142,0.000273,0.0122,0.115,0.211,137.114,366213,254648
0.585,0.842,9,-5.883,0.0556,0.00242,0.00686,0.0866,0.428,118.211,237040,415034
0.502,0.417,10,-7.665,0.0718,0.127,0.00419,0.106,0.218,180.301,281040,833060
0.555,0.883,2,-3.426,0.0341,0.00114,0.041,0.868,0.507,125.02,316718,604210
0.408,0.965,2,-4.232,0.05,6.94E-06,0.000402,0.11,0.349,136.018,218000,214006
0.683,0.585,8,-6.76,0.0323,0.00819,0.0162,0.0797,0.641,115.997,235000,484356
0.392,0.476,1,-7.583,0.0249,0.397,0.000163,0.309,0.234,78.031,267597,26655
0.37,0.866,6,-3.879,0.0384,0.0868,0,0.137,0.427,162.086,316693,1992939
0.39,0.649,2,-5.163,0.0345,0.172,0,0.216,0.144,121.161,299723,3105744
0.445,0.856,9,-3.674,0.0327,0.000202,0.0101,0.367,0.486,105.872,308333,1024854
0.653,0.73,5,-10.613,0.0429,0.0115,1.02E-05,0.0776,0.894,108.709,220311,787792
0.54,0.982,4,-2.962,0.0458,0.435,3.37E-05,0.0457,0.91,126.294,265773,219918
0.379,0.76,9,-10.961,0.0378,0.00298,0.0296,0.104,0.491,99.436,274088,212652
0.308,0.747,0,-5.434,0.037,0.0645,8.27E-05,0.431,0.278,139.454,356160,651715
0.579,0.954,4,-3.947,0.0558,0.583,0,0.139,0.583,93.448,265693,49199
0.633,0.823,5,-5.792,0.0287,0.0516,0.000496,0.188,0.444,115.107,330533,246673
0.354,0.982,4,-3.026,0.168,0.000237,0.000294,0.204,0.194,143.772,252613,2211238
0.291,0.974,6,-2.997,0.171,0.0177,5.44E-06,0.886,0.348,134.724,278600,1421839
0.568,0.981,2,-3.889,0.0887,0.00269,0.00275,0.0243,0.307,135.146,284120,3598519
0.407,0.98,7,-1.58,0.107,0.00174,0.000112,0.119,0.537,131.066,254467,255982
0.382,0.996,7,-4.119,0.104,0.00208,0,0.417,0.327,93.345,147840,696184
0.427,0.946,7,-2.188,0.0469,0.000118,0.0253,0.0604,0.237,101.305,260773,1634462
0.398,0.939,9,-2.865,0.0648,0.00591,0.000881,0.357,0.235,92.027,342821,2607369
0.544,0.69,6,-5.723,0.0425,0.012,0.0095,0.0615,0.219,123.962,276147,1215219
0.516,0.991,11,-2.587,0.126,0.000467,4.66E-05,0.327,0.402,95.017,203587,611649
0.589,0.442,4,-8.517,0.0291,0.334,0.000424,0.0987,0.0904,122.688,224320,531060
0.375,0.893,2,-4.097,0.0406,0.000509,0,0.187,0.434,174.323,258773,94047
0.328,0.936,0,-3.254,0.0628,0.0665,2.61E-06,0.165,0.31,162.97,289560,82027
0.331,0.558,2,-5.506,0.031,0.0689,1.96E-06,0.124,0.0985,150.19,303120,280372
0.293,0.817,2,-3.786,0.039,0.458,0.0509,0.355,0.138,150.249,451320,43830
0.286,0.822,9,-3.366,0.0381,2.31E-05,1.31E-05,0.353,0.19,90.96,276667,209073
0.359,0.913,9,-2.865,0.0391,6.31E-05,0.0121,0.0954,0.589,104.058,283787,267021
0.484,0.905,9,-3.506,0.0481,0.146,1.13E-06,0.24,0.486,125.414,220920,67141
0.433,0.458,0,-8.666,0.0328,0.305,0,0.0863,0.23,115.213,267333,94151
0.194,0.825,7,-2.605,0.041,0.0864,0.00284,0.182,0.35,169.974,355867,16688
0.491,0.561,2,-6.396,0.0279,0.274,2.16E-06,0.23,0.543,134.881,127600,50735
0.464,0.795,1,-9.267,0.0926,0.0493,0.00244,0.399,0.612,158.691,202267,3050582
0.631,0.932,5,-4.142,0.0354,0.0436,0.137,0.0918,0.971,122.429,213067,365496
0.723,0.863,2,-7.89,0.0338,0.0383,0.0317,0.128,0.931,136.302,222813,943127
0.634,0.63,1,-8.277,0.031,0.447,0.039,0.17,0.489,118.628,270773,469835
0.702,0.668,9,-9.237,0.214,0.518,0,0.0588,0.561,116.063,378147,292770
0.783,0.878,1,-3.864,0.0308,0.39,0.000778,0.0426,0.885,100.626,265173,239167
0.429,0.554,9,-6.128,0.0291,0.67,0.000152,0.105,0.407,136.302,272000,373853
0.432,0.389,7,-6.517,0.0255,0.687,0.0107,0.0788,0.158,139.506,341773,62311
0.795,0.71,9,-4.746,0.0392,0.443,0.0215,0.344,0.845,109.689,288667,107900
